2026-09-19T17:57:46+00:00 watchdog v2 start pid 477222 guarding ^/bin/bash /root/night-20260919/serve[.]sh (sclk guard 1; DC envelope guard: >= 1228 W once or >= 1200 W twice, from /root/night-20260919/step2b-cram-smc.log)
2026-09-19T17:57:46+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T18:12:19+00:00 card0:1730MHz/14%/0 card1:1730MHz/12%/0 card2:1730MHz/13%/0 card3:1730MHz/12%/0 DC:651W
2026-09-19T18:12:24+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:932W
2026-09-19T18:12:29+00:00 card0:1730MHz/100%/0 card1:1000MHz/47%/1 card2:1730MHz/2%/0 card3:1730MHz/83%/0 DC:955W
2026-09-19T18:12:35+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/9%/0 card3:1730MHz/38%/0 DC:963W
2026-09-19T18:12:40+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:961W
2026-09-19T18:12:45+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:969W
2026-09-19T18:12:50+00:00 card0:1730MHz/76%/0 card1:1730MHz/98%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:963W
2026-09-19T18:12:55+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/91%/1 card3:1000MHz/4%/0 DC:968W
2026-09-19T18:13:00+00:00 card0:1730MHz/6%/0 card1:1730MHz/92%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:967W
2026-09-19T18:13:05+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/18%/0 card3:1730MHz/1%/0 DC:971W
2026-09-19T18:13:10+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:971W
2026-09-19T18:13:15+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:944W
2026-09-19T18:13:20+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:965W
2026-09-19T18:13:25+00:00 card0:1730MHz/41%/0 card1:1730MHz/97%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:961W
2026-09-19T18:13:30+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:966W
2026-09-19T18:13:35+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:945W
2026-09-19T18:13:40+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:934W
2026-09-19T18:13:45+00:00 card0:1730MHz/100%/0 card1:1000MHz/18%/0 card2:1730MHz/25%/0 card3:1730MHz/96%/0 DC:963W
2026-09-19T18:13:50+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:971W
2026-09-19T18:13:55+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:942W
2026-09-19T18:14:00+00:00 card0:1730MHz/14%/0 card1:1730MHz/14%/0 card2:1730MHz/13%/0 card3:1730MHz/14%/0 DC:336W
2026-09-19T18:14:05+00:00 card0:1000MHz/48%/1 card1:1730MHz/2%/0 card2:1730MHz/91%/0 card3:1730MHz/99%/0 DC:963W
2026-09-19T18:14:10+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:963W
2026-09-19T18:14:15+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/57%/1 card3:1730MHz/1%/0 DC:962W
2026-09-19T18:14:20+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:969W
2026-09-19T18:14:26+00:00 card0:1730MHz/75%/0 card1:1730MHz/98%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:962W
2026-09-19T18:14:31+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:965W
2026-09-19T18:14:36+00:00 card0:1730MHz/100%/0 card1:1540MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:339W
2026-09-19T18:14:41+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/41%/1 DC:965W
2026-09-19T18:14:46+00:00 card0:1730MHz/2%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:352W
2026-09-19T18:14:51+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:961W
2026-09-19T18:14:56+00:00 card0:1730MHz/18%/0 card1:1730MHz/17%/0 card2:1730MHz/8%/0 card3:1730MHz/43%/0 DC:962W
2026-09-19T18:15:01+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:968W
2026-09-19T18:15:06+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:620W
2026-09-19T18:15:11+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:963W
2026-09-19T18:15:16+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:963W
2026-09-19T18:15:21+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:960W
2026-09-19T18:15:26+00:00 card0:1730MHz/94%/0 card1:1000MHz/9%/0 card2:1730MHz/9%/0 card3:1730MHz/97%/0 DC:335W
2026-09-19T18:15:31+00:00 card0:1000MHz/11%/0 card1:1730MHz/33%/0 card2:1730MHz/98%/0 card3:1730MHz/99%/0 DC:958W
2026-09-19T18:15:36+00:00 card0:1000MHz/1%/0 card1:1000MHz/4%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:963W
2026-09-19T18:15:41+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:934W
2026-09-19T18:15:46+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:946W
2026-09-19T18:15:51+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:962W
2026-09-19T18:15:56+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/9%/0 DC:916W
2026-09-19T18:16:01+00:00 card0:1730MHz/81%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:958W
2026-09-19T18:16:06+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:962W
2026-09-19T18:16:11+00:00 card0:1000MHz/32%/1 card1:1730MHz/1%/0 card2:1730MHz/94%/0 card3:1730MHz/99%/0 DC:964W
2026-09-19T18:16:17+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:961W
2026-09-19T18:16:22+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:962W
2026-09-19T18:16:27+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:963W
2026-09-19T18:16:32+00:00 card0:1730MHz/98%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:963W
2026-09-19T18:16:37+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:963W
2026-09-19T18:16:42+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:960W
2026-09-19T18:16:47+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/69%/1 card3:1000MHz/2%/0 DC:965W
2026-09-19T18:16:52+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/8%/0 DC:955W
2026-09-19T18:16:57+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/54%/1 card3:1730MHz/3%/0 DC:966W
2026-09-19T18:17:02+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/18%/0 card3:1730MHz/12%/0 DC:966W
2026-09-19T18:17:07+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:963W
2026-09-19T18:17:12+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:960W
2026-09-19T18:17:17+00:00 card0:1730MHz/100%/0 card1:1000MHz/77%/1 card2:1000MHz/4%/0 card3:1730MHz/81%/0 DC:957W
2026-09-19T18:17:22+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:369W
2026-09-19T18:17:27+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/88%/1 card3:1000MHz/5%/0 DC:337W
2026-09-19T18:17:32+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:961W
2026-09-19T18:17:37+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/34%/1 DC:964W
2026-09-19T18:17:42+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:963W
2026-09-19T18:17:47+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:967W
2026-09-19T18:17:52+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:335W
2026-09-19T18:17:57+00:00 card0:1730MHz/97%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:960W
2026-09-19T18:18:03+00:00 card0:1730MHz/63%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:961W
2026-09-19T18:18:08+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:959W
2026-09-19T18:18:13+00:00 card0:1000MHz/74%/1 card1:1730MHz/2%/0 card2:1730MHz/80%/0 card3:1730MHz/99%/0 DC:89W
2026-09-19T18:18:18+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:966W
2026-09-19T18:18:23+00:00 card0:1730MHz/100%/0 card1:1000MHz/43%/1 card2:1730MHz/1%/0 card3:1730MHz/53%/0 DC:337W
2026-09-19T18:18:28+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:965W
2026-09-19T18:18:33+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:959W
2026-09-19T18:18:38+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:964W
2026-09-19T18:18:43+00:00 card0:1730MHz/62%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:964W
2026-09-19T18:18:48+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:954W
2026-09-19T18:18:53+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0 DC:966W
2026-09-19T18:18:58+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:967W
2026-09-19T18:19:03+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:968W
2026-09-19T18:19:08+00:00 card0:1674MHz/100%/0 card1:1000MHz/7%/0 card2:1730MHz/41%/0 card3:1730MHz/98%/0 DC:964W
2026-09-19T18:19:13+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:967W
2026-09-19T18:19:18+00:00 card0:1730MHz/100%/0 card1:1608MHz/100%/0 card2:1000MHz/9%/0 card3:1730MHz/34%/0 DC:964W
2026-09-19T18:19:23+00:00 card0:1730MHz/3%/0 card1:1730MHz/84%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:963W
2026-09-19T18:19:28+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0 DC:970W
2026-09-19T18:19:33+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:965W
2026-09-19T18:19:38+00:00 card0:1730MHz/100%/0 card1:1000MHz/10%/0 card2:1730MHz/19%/0 card3:1730MHz/96%/0 DC:969W
2026-09-19T18:19:43+00:00 card0:1730MHz/100%/0 card1:1000MHz/100%/1 card2:1000MHz/3%/0 card3:1730MHz/76%/0 DC:969W
2026-09-19T18:19:48+00:00 card0:1000MHz/7%/0 card1:1730MHz/66%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:928W
2026-09-19T18:19:54+00:00 card0:1000MHz/64%/1 card1:1730MHz/2%/0 card2:1730MHz/92%/0 card3:1730MHz/99%/0 DC:966W
2026-09-19T18:19:59+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:967W
2026-09-19T18:20:04+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:970W
2026-09-19T18:20:09+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:878W
2026-09-19T18:20:14+00:00 card0:1730MHz/100%/0 card1:1730MHz/98%/0 card2:1000MHz/5%/0 card3:1730MHz/65%/0
2026-09-19T18:20:19+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:968W
2026-09-19T18:20:24+00:00 card0:1730MHz/79%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:970W
2026-09-19T18:20:29+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/23%/0 DC:971W
2026-09-19T18:20:34+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:969W
2026-09-19T18:20:39+00:00 card0:1730MHz/100%/0 card1:1000MHz/23%/0 card2:1730MHz/1%/0 card3:1730MHz/90%/0 DC:971W
2026-09-19T18:20:44+00:00 card0:1730MHz/2%/0 card1:1000MHz/4%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0 DC:959W
2026-09-19T18:20:49+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:714W
2026-09-19T18:20:54+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:968W
2026-09-19T18:20:59+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:970W
2026-09-19T18:21:04+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:950W
2026-09-19T18:21:09+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:946W
2026-09-19T18:21:14+00:00 card0:1730MHz/3%/0 card1:1730MHz/3%/0 card2:1730MHz/3%/0 card3:1730MHz/3%/0 DC:384W
2026-09-19T18:21:19+00:00 card0:1730MHz/21%/0 card1:1730MHz/97%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:966W
2026-09-19T18:21:24+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:968W
2026-09-19T18:21:29+00:00 card0:1730MHz/100%/0 card1:1000MHz/23%/0 card2:1730MHz/1%/0 card3:1730MHz/95%/0 DC:968W
2026-09-19T18:21:34+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:972W
2026-09-19T18:21:40+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/34%/1 DC:974W
2026-09-19T18:21:45+00:00 card0:1730MHz/4%/0 card1:1730MHz/80%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:974W
2026-09-19T18:21:50+00:00 card0:1730MHz/92%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:338W
2026-09-19T18:21:55+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/6%/0 card3:1730MHz/12%/0 DC:968W
2026-09-19T18:22:00+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:971W
2026-09-19T18:22:05+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:928W
2026-09-19T18:22:10+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1674MHz/100%/0 card3:1000MHz/9%/0 DC:966W
2026-09-19T18:22:15+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:971W
2026-09-19T18:22:20+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0 DC:970W
2026-09-19T18:22:25+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:926W
2026-09-19T18:22:30+00:00 card0:1730MHz/100%/0 card1:1000MHz/100%/1 card2:1000MHz/6%/0 card3:1730MHz/67%/0 DC:969W
2026-09-19T18:22:35+00:00 card0:1730MHz/97%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:973W
2026-09-19T18:22:40+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:969W
2026-09-19T18:22:45+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:928W
2026-09-19T18:22:50+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0 DC:970W
2026-09-19T18:22:55+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:966W
2026-09-19T18:23:00+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:965W
2026-09-19T18:23:05+00:00 card0:1730MHz/12%/0 card1:1730MHz/12%/0 card2:1730MHz/13%/0 card3:1730MHz/14%/0 DC:336W
2026-09-19T18:23:10+00:00 card0:1730MHz/100%/0 card1:1000MHz/90%/1 card2:1000MHz/4%/0 card3:1730MHz/82%/0 DC:961W
2026-09-19T18:23:15+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:964W
2026-09-19T18:23:20+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:346W
2026-09-19T18:23:25+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:970W
2026-09-19T18:23:31+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:973W
2026-09-19T18:23:36+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:975W
2026-09-19T18:23:41+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:969W
2026-09-19T18:23:46+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:971W
2026-09-19T18:23:51+00:00 card0:1730MHz/100%/0 card1:1000MHz/26%/0 card2:1000MHz/2%/0 card3:1000MHz/0%/0 DC:665W
2026-09-19T18:23:56+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/24%/0 DC:671W
2026-09-19T18:24:01+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:670W
2026-09-19T18:24:06+00:00 card0:1730MHz/98%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:673W
2026-09-19T18:24:11+00:00 card0:1000MHz/0%/0 card1:1000MHz/14%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:665W
2026-09-19T18:24:16+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/8%/0 DC:657W
2026-09-19T18:24:21+00:00 card0:1730MHz/0%/0 card1:1000MHz/2%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:656W
2026-09-19T18:24:26+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/24%/0 card3:1000MHz/0%/0 DC:664W
2026-09-19T18:24:31+00:00 card0:1730MHz/0%/0 card1:1730MHz/94%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:665W
2026-09-19T18:24:36+00:00 card0:1000MHz/48%/1 card1:1000MHz/3%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:663W
2026-09-19T18:24:41+00:00 card0:1000MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/96%/0 card3:1730MHz/99%/0 DC:665W
2026-09-19T18:24:46+00:00 card0:1730MHz/100%/0 card1:1000MHz/3%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:669W
2026-09-19T18:24:51+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:672W
2026-09-19T18:24:56+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/9%/0 DC:674W
2026-09-19T18:25:01+00:00 card0:1730MHz/97%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:667W
2026-09-19T18:25:06+00:00 card0:1000MHz/9%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:666W
2026-09-19T18:25:11+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0 DC:658W
2026-09-19T18:25:16+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0 DC:657W
2026-09-19T18:25:22+00:00 card0:1730MHz/0%/0 card1:1730MHz/91%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:664W
2026-09-19T18:25:27+00:00 card0:1000MHz/4%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:668W
2026-09-19T18:25:32+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:669W
2026-09-19T18:25:37+00:00 card0:1730MHz/100%/0 card1:1000MHz/5%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:672W
2026-09-19T18:25:42+00:00 card0:1000MHz/12%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/42%/0 DC:659W
2026-09-19T18:25:47+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/82%/1 card3:1000MHz/5%/0 DC:620W
2026-09-19T18:25:52+00:00 card0:1730MHz/0%/0 card1:1000MHz/1%/0 card2:1000MHz/0%/0 card3:1730MHz/21%/0 DC:618W
2026-09-19T18:25:57+00:00 card0:1000MHz/0%/0 card1:1730MHz/43%/0 card2:1730MHz/97%/0 card3:1730MHz/99%/0 DC:619W
2026-09-19T18:26:02+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0 DC:618W
2026-09-19T18:26:07+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/12%/0 card3:1000MHz/0%/0 DC:616W
2026-09-19T18:26:12+00:00 card0:1730MHz/25%/0 card1:1730MHz/97%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:616W
2026-09-19T18:26:17+00:00 card0:1000MHz/0%/0 card1:1730MHz/42%/0 card2:1730MHz/97%/0 card3:1730MHz/99%/0 DC:619W
2026-09-19T18:26:22+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:618W
2026-09-19T18:26:27+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0 DC:618W
2026-09-19T18:26:32+00:00 card0:1730MHz/100%/0 card1:1000MHz/7%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:611W
2026-09-19T18:26:37+00:00 card0:1000MHz/2%/0 card1:1000MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/89%/0 DC:612W
2026-09-19T18:26:42+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:619W
2026-09-19T18:26:47+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1000MHz/53%/1 DC:622W
2026-09-19T18:26:52+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/7%/0 card3:1000MHz/0%/0 DC:622W
