2026-09-19T19:51:01+00:00 watchdog v2 start pid 637333 guarding ^/bin/bash /root/night-20260919/serve[.]sh (sclk guard 1; DC envelope guard: >= 1228 W once or >= 1200 W twice, from /root/night-20260919/step4-ctxshift-smc.log)
2026-09-19T19:51:02+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:05:45+00:00 card0:1730MHz/100%/0 card1:1445MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:05:50+00:00 card0:1540MHz/100%/0 card1:1674MHz/100%/0 card2:1730MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:05:55+00:00 card0:1674MHz/100%/0 card1:1674MHz/100%/0 card2:1608MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:06:00+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:06:05+00:00 card0:1608MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1540MHz/100%/0
2026-09-19T20:06:10+00:00 card0:1730MHz/100%/0 card1:1674MHz/100%/0 card2:1608MHz/100%/0 card3:1540MHz/100%/0
2026-09-19T20:06:15+00:00 card0:1608MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1540MHz/100%/0
2026-09-19T20:06:20+00:00 card0:1540MHz/100%/0 card1:1674MHz/100%/0 card2:1730MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:06:25+00:00 card0:1674MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:06:30+00:00 card0:1540MHz/100%/0 card1:1608MHz/100%/0 card2:1730MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:06:35+00:00 card0:1608MHz/100%/0 card1:1000MHz/39%/1 card2:1000MHz/2%/0 card3:1000MHz/0%/0
2026-09-19T20:06:40+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1674MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:06:45+00:00 card0:1540MHz/100%/0 card1:1445MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:06:50+00:00 card0:1540MHz/100%/0 card1:1445MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:06:55+00:00 card0:1608MHz/100%/0 card1:1445MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:07:00+00:00 card0:1730MHz/17%/0 card1:1730MHz/18%/0 card2:1730MHz/16%/0 card3:1730MHz/16%/0
2026-09-19T20:07:05+00:00 card0:1730MHz/16%/0 card1:1730MHz/16%/0 card2:1730MHz/13%/0 card3:1730MHz/15%/0
2026-09-19T20:07:10+00:00 card0:1730MHz/100%/0 card1:1445MHz/100%/0 card2:1540MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:07:15+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:07:20+00:00 card0:1540MHz/100%/0 card1:1608MHz/100%/0 card2:1674MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:07:25+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1730MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:07:30+00:00 card0:1674MHz/100%/0 card1:1445MHz/100%/0 card2:1540MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:07:35+00:00 card0:1540MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:07:41+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1540MHz/100%/0 card3:1540MHz/100%/0
2026-09-19T20:07:46+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:07:51+00:00 card0:1730MHz/100%/0 card1:1445MHz/100%/0 card2:1540MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:07:56+00:00 card0:1540MHz/100%/0 card1:1674MHz/100%/0 card2:1674MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:08:01+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:08:06+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:08:11+00:00 card0:1000MHz/15%/0 card1:1730MHz/22%/0 card2:1730MHz/97%/0 card3:1730MHz/99%/0
2026-09-19T20:08:16+00:00 card0:1730MHz/90%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:08:21+00:00 card0:1730MHz/100%/0 card1:1000MHz/13%/0 card2:1730MHz/9%/0 card3:1730MHz/97%/0
2026-09-19T20:08:26+00:00 card0:1730MHz/100%/0 card1:1000MHz/8%/0 card2:1730MHz/32%/0 card3:1730MHz/98%/0
2026-09-19T20:08:31+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/6%/0 card3:1730MHz/79%/0
2026-09-19T20:08:36+00:00 card0:1000MHz/9%/0 card1:1730MHz/58%/0 card2:1730MHz/98%/0 card3:1730MHz/99%/0
2026-09-19T20:08:41+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:08:46+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:08:51+00:00 card0:1730MHz/8%/0 card1:1730MHz/97%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:08:56+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/17%/0 card3:1730MHz/6%/0
2026-09-19T20:09:01+00:00 card0:1730MHz/100%/0 card1:1000MHz/89%/1 card2:1000MHz/2%/0 card3:1730MHz/74%/0
2026-09-19T20:09:06+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:09:11+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/37%/1 card3:1730MHz/1%/0
2026-09-19T20:09:16+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/6%/0
2026-09-19T20:09:21+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:09:26+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:09:32+00:00 card0:1730MHz/100%/0 card1:1000MHz/6%/0 card2:1730MHz/12%/0 card3:1730MHz/97%/0
2026-09-19T20:09:37+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:09:42+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:09:47+00:00 card0:1730MHz/100%/0 card1:1000MHz/46%/1 card2:1730MHz/2%/0 card3:1730MHz/77%/0
2026-09-19T20:09:52+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:09:57+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:10:02+00:00 card0:1730MHz/98%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:10:07+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:10:12+00:00 card0:1730MHz/100%/0 card1:1000MHz/10%/0 card2:1730MHz/9%/0 card3:1730MHz/97%/0
2026-09-19T20:10:17+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:10:22+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:10:27+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:10:32+00:00 card0:1730MHz/5%/0 card1:1730MHz/88%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:10:37+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:10:42+00:00 card0:1730MHz/4%/0 card1:1730MHz/90%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:10:47+00:00 card0:1730MHz/62%/0 card1:1730MHz/98%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:10:52+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0
2026-09-19T20:10:57+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:11:02+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/35%/1
2026-09-19T20:11:07+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:11:12+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/84%/1
2026-09-19T20:11:17+00:00 card0:1730MHz/18%/0 card1:1730MHz/14%/0 card2:1730MHz/16%/0 card3:1730MHz/15%/0
2026-09-19T20:11:23+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:11:28+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:11:33+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:11:38+00:00 card0:1000MHz/28%/0 card1:1730MHz/6%/0 card2:1730MHz/18%/0 card3:1730MHz/18%/0
2026-09-19T20:11:43+00:00 card0:1730MHz/100%/0 card1:1000MHz/24%/0 card2:1730MHz/1%/0 card3:1730MHz/92%/0
2026-09-19T20:11:48+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0
2026-09-19T20:11:53+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:11:58+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:12:03+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:12:08+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:12:13+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/14%/0
2026-09-19T20:12:18+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/20%/0
2026-09-19T20:12:23+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:12:28+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:12:33+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:12:38+00:00 card0:1730MHz/52%/0 card1:1730MHz/98%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:12:43+00:00 card0:1730MHz/98%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:12:48+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:12:53+00:00 card0:1000MHz/13%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/12%/0
2026-09-19T20:12:58+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:13:03+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/19%/0 card3:1000MHz/1%/0
2026-09-19T20:13:08+00:00 card0:1000MHz/1%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:13:14+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:13:19+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:13:24+00:00 card0:1000MHz/100%/1 card1:1000MHz/4%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:13:29+00:00 card0:1000MHz/19%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:13:34+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/27%/0 card3:1000MHz/1%/0
2026-09-19T20:13:39+00:00 card0:1730MHz/90%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:13:44+00:00 card0:1730MHz/6%/0 card1:1730MHz/0%/0 card2:1730MHz/4%/0 card3:1000MHz/1%/0
2026-09-19T20:13:49+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/3%/0 card3:1000MHz/0%/0
2026-09-19T20:13:54+00:00 card0:1730MHz/96%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:13:59+00:00 card0:1730MHz/100%/0 card1:1000MHz/8%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:14:04+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:14:09+00:00 card0:1000MHz/0%/0 card1:1000MHz/5%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:14:14+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/27%/0 card3:1000MHz/1%/0
2026-09-19T20:14:19+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/66%/0 card3:1730MHz/98%/0
2026-09-19T20:14:24+00:00 card0:1000MHz/13%/0 card1:1000MHz/1%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:14:29+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/76%/0 card3:1730MHz/98%/0
2026-09-19T20:14:34+00:00 card0:1000MHz/1%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:14:39+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:14:44+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:14:49+00:00 card0:1730MHz/6%/0 card1:1730MHz/96%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:14:54+00:00 card0:1000MHz/0%/0 card1:1730MHz/71%/0 card2:1730MHz/98%/0 card3:1730MHz/99%/0
2026-09-19T20:14:59+00:00 card0:1000MHz/1%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/61%/0
2026-09-19T20:15:04+00:00 card0:1000MHz/3%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/13%/0
2026-09-19T20:15:10+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/8%/0 card3:1000MHz/0%/0
2026-09-19T20:15:15+00:00 card0:1730MHz/5%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:15:20+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:15:25+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:15:30+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:15:35+00:00 card0:1730MHz/0%/0 card1:1730MHz/94%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:15:40+00:00 card0:1730MHz/95%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:15:45+00:00 card0:1000MHz/3%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/87%/0
2026-09-19T20:15:50+00:00 card0:1000MHz/20%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:15:55+00:00 card0:1000MHz/71%/1 card1:1000MHz/2%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:16:00+00:00 card0:1000MHz/11%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:16:05+00:00 card0:1730MHz/96%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:16:10+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/36%/1 card3:1000MHz/0%/0
2026-09-19T20:16:15+00:00 card0:1000MHz/0%/0 card1:1000MHz/8%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:16:20+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/15%/0
2026-09-19T20:16:25+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/8%/0
2026-09-19T20:16:30+00:00 card0:1730MHz/0%/0 card1:1000MHz/2%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:16:35+00:00 card0:1730MHz/19%/0 card1:1730MHz/96%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:16:40+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/87%/1 card3:1000MHz/2%/0
2026-09-19T20:16:45+00:00 card0:1730MHz/0%/0 card1:1730MHz/93%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:16:50+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/81%/0 card3:1730MHz/99%/0
2026-09-19T20:16:55+00:00 card0:1000MHz/12%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/9%/0
2026-09-19T20:17:01+00:00 card0:1000MHz/0%/0 card1:1000MHz/10%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:17:06+00:00 card0:1000MHz/2%/0 card1:1730MHz/0%/0 card2:1000MHz/10%/0 card3:1000MHz/5%/0
2026-09-19T20:17:11+00:00 card0:1000MHz/4%/0 card1:1730MHz/0%/0 card2:1730MHz/9%/0 card3:1000MHz/3%/0
2026-09-19T20:17:16+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:17:21+00:00 card0:1730MHz/10%/0 card1:1730MHz/4%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:17:26+00:00 card0:1000MHz/0%/0 card1:1000MHz/4%/0 card2:1000MHz/5%/0 card3:1730MHz/0%/0
2026-09-19T20:17:31+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:17:36+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:17:41+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:17:46+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/2%/0 card3:1730MHz/0%/0
2026-09-19T20:17:51+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/34%/0 card3:1000MHz/10%/0
2026-09-19T20:17:56+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:18:01+00:00 card0:1730MHz/100%/0 card1:1445MHz/100%/0 card2:1540MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:18:06+00:00 card0:1540MHz/100%/0 card1:1608MHz/100%/0 card2:1674MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:18:11+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:18:16+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:18:21+00:00 card0:1540MHz/100%/0 card1:1608MHz/100%/0 card2:1674MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:18:26+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:18:31+00:00 card0:1730MHz/100%/0 card1:1540MHz/100%/0 card2:1674MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:18:36+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:18:41+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:18:47+00:00 card0:1730MHz/100%/0 card1:1608MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:18:52+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:18:57+00:00 card0:1540MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:19:02+00:00 card0:1730MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1540MHz/100%/0
2026-09-19T20:19:07+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1674MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:19:12+00:00 card0:1608MHz/100%/0 card1:1674MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:19:17+00:00 card0:1608MHz/100%/0 card1:1608MHz/100%/0 card2:1730MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:19:22+00:00 card0:1674MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:19:27+00:00 card0:1730MHz/100%/0 card1:1608MHz/100%/0 card2:1608MHz/100%/0 card3:1540MHz/100%/0
2026-09-19T20:19:32+00:00 card0:1730MHz/100%/0 card1:1608MHz/100%/0 card2:1608MHz/100%/0 card3:1540MHz/100%/0
2026-09-19T20:19:37+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:19:42+00:00 card0:1540MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:19:47+00:00 card0:1608MHz/100%/0 card1:1608MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:19:52+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:19:57+00:00 card0:1674MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1540MHz/100%/0
2026-09-19T20:20:02+00:00 card0:1730MHz/100%/0 card1:1674MHz/100%/0 card2:1674MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:20:07+00:00 card0:1608MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:20:12+00:00 card0:1540MHz/100%/0 card1:1445MHz/100%/0 card2:1540MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:20:17+00:00 card0:1674MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1540MHz/100%/0
2026-09-19T20:20:22+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1674MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:20:27+00:00 card0:1674MHz/100%/0 card1:1445MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:20:32+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:20:37+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:20:43+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:20:48+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:20:53+00:00 card0:1730MHz/100%/0 card1:1445MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:20:58+00:00 card0:1730MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:21:03+00:00 card0:1608MHz/100%/0 card1:1445MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:21:08+00:00 card0:1540MHz/100%/0 card1:1608MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:21:13+00:00 card0:1730MHz/99%/0 card1:1674MHz/99%/0 card2:1674MHz/99%/0 card3:1730MHz/100%/0
2026-09-19T20:21:18+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:21:23+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/30%/1 card3:1730MHz/1%/0
2026-09-19T20:21:28+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:21:33+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0
