2026-09-19T15:17:45+00:00 watchdog v2 start pid 259565 guarding ^/bin/bash /root/night-20260919/serve[.]sh (sclk guard 1; DC envelope guard: >= 1228 W once or >= 1200 W twice, from /root/night-20260919/step2-chat-smc.log)
2026-09-19T15:17:45+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T15:56:36+00:00 card0:1000MHz/32%/1 card1:1000MHz/1%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:598W
2026-09-19T15:56:41+00:00 card0:1000MHz/0%/0 card1:1730MHz/66%/0 card2:1730MHz/98%/0 card3:1730MHz/99%/0 DC:593W
2026-09-19T15:56:46+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:588W
2026-09-19T15:56:52+00:00 card0:1000MHz/6%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/22%/0 DC:588W
2026-09-19T15:56:57+00:00 card0:1730MHz/99%/0 card1:1000MHz/5%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:598W
2026-09-19T15:57:02+00:00 card0:1000MHz/11%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0 DC:591W
2026-09-19T15:57:07+00:00 card0:1730MHz/97%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:592W
2026-09-19T15:57:12+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/0%/0 card3:1000MHz/1%/0 DC:582W
2026-09-19T15:57:17+00:00 card0:1730MHz/14%/0 card1:1000MHz/3%/0 card2:1730MHz/2%/0 card3:1730MHz/10%/0 DC:603W
2026-09-19T15:57:22+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/5%/0 card3:1000MHz/0%/0 DC:334W
2026-09-19T15:57:27+00:00 card0:1000MHz/30%/1 card1:1000MHz/1%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:581W
2026-09-19T15:57:32+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:589W
2026-09-19T15:57:37+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0 DC:592W
2026-09-19T15:57:42+00:00 card0:1730MHz/0%/0 card1:1730MHz/83%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:588W
2026-09-19T15:57:47+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0 DC:597W
2026-09-19T15:57:52+00:00 card0:1730MHz/0%/0 card1:1730MHz/89%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:599W
2026-09-19T15:57:57+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:590W
2026-09-19T15:58:02+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:591W
2026-09-19T15:58:07+00:00 card0:1000MHz/5%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/77%/0 DC:601W
2026-09-19T15:58:12+00:00 card0:1730MHz/0%/0 card1:1000MHz/5%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:600W
2026-09-19T15:58:17+00:00 card0:1000MHz/18%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:600W
2026-09-19T15:58:22+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:609W
2026-09-19T15:58:27+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1000MHz/50%/1 card3:1000MHz/1%/0 DC:608W
2026-09-19T15:58:32+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/35%/2 card3:1000MHz/1%/0 DC:599W
2026-09-19T15:58:37+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:607W
2026-09-19T15:58:43+00:00 card0:1000MHz/2%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:605W
2026-09-19T15:58:48+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:597W
2026-09-19T15:58:53+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/100%/1 DC:601W
2026-09-19T15:58:58+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1000MHz/14%/0 card3:1000MHz/0%/0 DC:598W
2026-09-19T15:59:03+00:00 card0:1730MHz/100%/0 card1:1000MHz/21%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:598W
2026-09-19T15:59:08+00:00 card0:1730MHz/99%/0 card1:1000MHz/43%/1 card2:1000MHz/3%/0 card3:1000MHz/0%/0 DC:611W
2026-09-19T15:59:13+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:610W
2026-09-19T15:59:18+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1000MHz/10%/0 DC:599W
2026-09-19T15:59:23+00:00 card0:1730MHz/85%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:601W
2026-09-19T15:59:28+00:00 card0:1000MHz/11%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0 DC:600W
2026-09-19T15:59:33+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/93%/0 DC:600W
2026-09-19T15:59:38+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/86%/0 card3:1730MHz/99%/0 DC:599W
2026-09-19T15:59:43+00:00 card0:1730MHz/98%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:598W
2026-09-19T15:59:48+00:00 card0:1000MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/95%/0 card3:1730MHz/99%/0 DC:612W
2026-09-19T15:59:53+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0 DC:602W
2026-09-19T15:59:58+00:00 card0:1730MHz/99%/0 card1:1000MHz/43%/1 card2:1000MHz/2%/0 card3:1000MHz/0%/0 DC:601W
2026-09-19T16:00:03+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0 DC:604W
2026-09-19T16:00:08+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:591W
2026-09-19T16:00:13+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0 DC:602W
2026-09-19T16:00:18+00:00 card0:1000MHz/0%/0 card1:1000MHz/11%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:610W
2026-09-19T16:00:23+00:00 card0:1000MHz/0%/0 card1:1730MHz/0%/0 card2:1000MHz/2%/0 card3:1000MHz/0%/0 DC:610W
2026-09-19T16:00:28+00:00 card0:1000MHz/1%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:607W
2026-09-19T16:00:34+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:599W
2026-09-19T16:00:39+00:00 card0:1730MHz/85%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:600W
2026-09-19T16:00:44+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:584W
2026-09-19T16:00:49+00:00 card0:1000MHz/11%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:584W
2026-09-19T16:00:54+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1000MHz/24%/0 card3:1000MHz/1%/0 DC:581W
2026-09-19T16:00:59+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/39%/0 card3:1730MHz/97%/0 DC:579W
2026-09-19T16:01:04+00:00 card0:1000MHz/6%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:580W
2026-09-19T16:01:09+00:00 card0:1730MHz/58%/0 card1:1730MHz/98%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:582W
2026-09-19T16:01:14+00:00 card0:1000MHz/0%/0 card1:1730MHz/0%/0 card2:1000MHz/3%/0 card3:1000MHz/0%/0 DC:583W
2026-09-19T16:01:19+00:00 card0:1000MHz/38%/1 card1:1000MHz/2%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:583W
2026-09-19T16:01:24+00:00 card0:1730MHz/77%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:583W
2026-09-19T16:01:29+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:583W
2026-09-19T16:01:34+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/96%/0 DC:582W
2026-09-19T16:01:39+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/6%/0 DC:584W
2026-09-19T16:01:44+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1000MHz/8%/0 card3:1000MHz/0%/0 DC:583W
2026-09-19T16:01:49+00:00 card0:1730MHz/0%/0 card1:1730MHz/92%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:584W
2026-09-19T16:01:54+00:00 card0:1000MHz/5%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:584W
2026-09-19T16:01:59+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/81%/0 card3:1730MHz/99%/0 DC:586W
2026-09-19T16:02:04+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:579W
2026-09-19T16:02:09+00:00 card0:1730MHz/96%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:582W
2026-09-19T16:02:14+00:00 card0:1000MHz/2%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:580W
2026-09-19T16:02:19+00:00 card0:1000MHz/0%/0 card1:1000MHz/7%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:587W
2026-09-19T16:02:25+00:00 card0:1000MHz/24%/0 card1:1000MHz/1%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:580W
2026-09-19T16:02:30+00:00 card0:1000MHz/0%/0 card1:1730MHz/15%/0 card2:1000MHz/1%/0 card3:1000MHz/0%/0 DC:586W
2026-09-19T16:02:35+00:00 card0:1730MHz/48%/0 card1:1730MHz/97%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:585W
2026-09-19T16:02:40+00:00 card0:1730MHz/100%/0 card1:1000MHz/8%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:582W
2026-09-19T16:02:45+00:00 card0:1730MHz/84%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:586W
2026-09-19T16:02:50+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0 DC:587W
2026-09-19T16:02:55+00:00 card0:1730MHz/53%/0 card1:1730MHz/97%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:588W
2026-09-19T16:03:00+00:00 card0:1730MHz/100%/0 card1:1000MHz/8%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:586W
2026-09-19T16:03:05+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/9%/0 card3:1000MHz/0%/0 DC:581W
2026-09-19T16:03:10+00:00 card0:1730MHz/0%/0 card1:1730MHz/84%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:586W
2026-09-19T16:03:15+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:580W
2026-09-19T16:03:20+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1000MHz/6%/0 card3:1000MHz/0%/0 DC:587W
2026-09-19T16:03:25+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/12%/0 card3:1000MHz/0%/0 DC:585W
2026-09-19T16:03:30+00:00 card0:1730MHz/0%/0 card1:1000MHz/2%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:587W
2026-09-19T16:03:35+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/8%/0 card3:1000MHz/1%/0 DC:584W
2026-09-19T16:03:40+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/68%/0 DC:598W
2026-09-19T16:03:45+00:00 card0:1730MHz/94%/0 card1:1730MHz/93%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:932W
2026-09-19T16:03:50+00:00 card0:1730MHz/99%/0 card1:1730MHz/64%/0 card2:1730MHz/98%/0 card3:1730MHz/99%/0 DC:944W
2026-09-19T16:03:55+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/63%/0 DC:945W
2026-09-19T16:04:00+00:00 card0:1730MHz/44%/0 card1:1730MHz/49%/0 card2:1730MHz/63%/0 card3:1730MHz/52%/0 DC:851W
2026-09-19T16:04:05+00:00 card0:1730MHz/99%/0 card1:1730MHz/62%/0 card2:1730MHz/98%/0 card3:1730MHz/99%/0 DC:856W
2026-09-19T16:04:10+00:00 card0:1730MHz/97%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:949W
2026-09-19T16:04:16+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/49%/0 card3:1730MHz/96%/0 DC:951W
2026-09-19T16:04:21+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/82%/0 card3:1730MHz/99%/0 DC:951W
2026-09-19T16:04:26+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/46%/0 DC:947W
2026-09-19T16:04:31+00:00 card0:1730MHz/51%/0 card1:1730MHz/97%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:947W
2026-09-19T16:04:36+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/82%/0 DC:951W
2026-09-19T16:04:41+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0 DC:835W
2026-09-19T16:04:46+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0 DC:349W
2026-09-19T16:04:51+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0 DC:299W
2026-09-19T16:04:56+00:00 card0:1730MHz/5%/0 card1:1730MHz/0%/0 card2:1730MHz/3%/0 card3:1730MHz/0%/0 DC:301W
2026-09-19T16:05:01+00:00 card0:1000MHz/1%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:298W
2026-09-19T16:05:06+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:354W
2026-09-19T16:05:11+00:00 card0:1608MHz/100%/0 card1:1608MHz/100%/0 card2:1730MHz/100%/0 card3:1608MHz/100%/0 DC:334W
2026-09-19T16:05:16+00:00 card0:1730MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1730MHz/100%/0 DC:1094W
2026-09-19T16:05:21+00:00 card0:1608MHz/100%/0 card1:1608MHz/100%/0 card2:1608MHz/100%/0 card3:1674MHz/100%/0 DC:1082W
2026-09-19T16:05:26+00:00 card0:1540MHz/100%/0 card1:1445MHz/100%/0 card2:1608MHz/100%/0 card3:1674MHz/100%/0 DC:1084W
2026-09-19T16:05:31+00:00 card0:1608MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1674MHz/100%/0 DC:1013W
2026-09-19T16:05:36+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1098W
2026-09-19T16:05:41+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:1085W
2026-09-19T16:05:46+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1730MHz/100%/0 DC:1041W
2026-09-19T16:05:51+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1730MHz/100%/0 DC:1124W
2026-09-19T16:05:56+00:00 card0:1730MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1096W
2026-09-19T16:06:01+00:00 card0:1608MHz/100%/0 card1:1608MHz/100%/0 card2:1730MHz/100%/0 card3:1540MHz/100%/0 DC:1129W
2026-09-19T16:06:07+00:00 card0:1674MHz/100%/0 card1:1445MHz/100%/0 card2:1540MHz/100%/0 card3:1674MHz/100%/0 DC:1083W
2026-09-19T16:06:12+00:00 card0:1608MHz/100%/0 card1:1445MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1120W
2026-09-19T16:06:17+00:00 card0:1730MHz/100%/0 card1:1445MHz/100%/0 card2:1540MHz/100%/0 card3:1730MHz/100%/0 DC:1099W
2026-09-19T16:06:22+00:00 card0:1730MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1121W
2026-09-19T16:06:27+00:00 card0:1608MHz/100%/0 card1:1674MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1126W
2026-09-19T16:06:32+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:1099W
2026-09-19T16:06:37+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1087W
2026-09-19T16:06:42+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1089W
2026-09-19T16:06:47+00:00 card0:1608MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1090W
2026-09-19T16:06:52+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1090W
2026-09-19T16:06:57+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1540MHz/100%/0 DC:1090W
2026-09-19T16:07:02+00:00 card0:1608MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1089W
2026-09-19T16:07:07+00:00 card0:1608MHz/100%/0 card1:1608MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1084W
2026-09-19T16:07:12+00:00 card0:1730MHz/100%/0 card1:1608MHz/100%/0 card2:1608MHz/100%/0 card3:1540MHz/100%/0 DC:1084W
2026-09-19T16:07:17+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1093W
2026-09-19T16:07:22+00:00 card0:1674MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1096W
2026-09-19T16:07:27+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1730MHz/100%/0 DC:1079W
2026-09-19T16:07:32+00:00 card0:1730MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1077W
2026-09-19T16:07:37+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1674MHz/100%/0 card3:1674MHz/100%/0 DC:1120W
2026-09-19T16:07:42+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1674MHz/100%/0 card3:1730MHz/100%/0 DC:1088W
2026-09-19T16:07:47+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1540MHz/100%/0 DC:1120W
2026-09-19T16:07:52+00:00 card0:1730MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1540MHz/100%/0 DC:1110W
2026-09-19T16:07:58+00:00 card0:1540MHz/100%/0 card1:1608MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:1107W
2026-09-19T16:08:03+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1109W
2026-09-19T16:08:08+00:00 card0:1730MHz/100%/0 card1:1540MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:1106W
2026-09-19T16:08:13+00:00 card0:1674MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:925W
2026-09-19T16:08:18+00:00 card0:1674MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1100W
2026-09-19T16:08:23+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1093W
2026-09-19T16:08:28+00:00 card0:1000MHz/1%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0 DC:1090W
2026-09-19T16:08:33+00:00 card0:1608MHz/100%/0 card1:1674MHz/100%/0 card2:1730MHz/100%/0 card3:1608MHz/100%/0 DC:1093W
2026-09-19T16:08:38+00:00 card0:1674MHz/100%/0 card1:1730MHz/100%/0 card2:1608MHz/100%/0 card3:1540MHz/100%/0 DC:1087W
2026-09-19T16:08:43+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0 DC:1095W
2026-09-19T16:08:48+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1674MHz/100%/0 card3:1608MHz/100%/0 DC:1092W
2026-09-19T16:08:53+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:1094W
2026-09-19T16:08:58+00:00 card0:1540MHz/100%/0 card1:1608MHz/100%/0 card2:1674MHz/100%/0 card3:1608MHz/100%/0 DC:1096W
2026-09-19T16:09:03+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:987W
2026-09-19T16:09:08+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1730MHz/100%/0 card3:1608MHz/100%/0 DC:971W
2026-09-19T16:09:13+00:00 card0:1608MHz/100%/0 card1:1674MHz/100%/0 card2:1608MHz/100%/0 card3:1730MHz/100%/0 DC:1097W
2026-09-19T16:09:18+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1540MHz/100%/0 DC:1089W
2026-09-19T16:09:23+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1097W
2026-09-19T16:09:28+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1095W
2026-09-19T16:09:33+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:963W
2026-09-19T16:09:38+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1097W
2026-09-19T16:09:43+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1099W
2026-09-19T16:09:49+00:00 card0:1730MHz/100%/0 card1:1445MHz/100%/0 card2:1608MHz/100%/0 card3:1730MHz/100%/0 DC:1099W
2026-09-19T16:09:54+00:00 card0:1608MHz/100%/0 card1:1445MHz/100%/0 card2:1674MHz/100%/0 card3:1730MHz/100%/0 DC:955W
2026-09-19T16:09:59+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:1099W
2026-09-19T16:10:04+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1540MHz/100%/0 DC:1065W
2026-09-19T16:10:09+00:00 card0:1540MHz/100%/0 card1:1445MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:1076W
2026-09-19T16:10:14+00:00 card0:1540MHz/100%/0 card1:1608MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1002W
2026-09-19T16:10:19+00:00 card0:1674MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1036W
2026-09-19T16:10:24+00:00 card0:1540MHz/100%/0 card1:1445MHz/100%/0 card2:1674MHz/100%/0 card3:1674MHz/100%/0 DC:1090W
2026-09-19T16:10:29+00:00 card0:1540MHz/100%/0 card1:1674MHz/100%/0 card2:1730MHz/100%/0 card3:1674MHz/100%/0 DC:996W
2026-09-19T16:10:34+00:00 card0:1608MHz/100%/0 card1:1608MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1031W
2026-09-19T16:10:39+00:00 card0:1730MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1090W
2026-09-19T16:10:44+00:00 card0:1674MHz/100%/0 card1:1730MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1094W
2026-09-19T16:10:49+00:00 card0:1730MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1730MHz/100%/0 DC:1094W
2026-09-19T16:10:54+00:00 card0:1540MHz/100%/0 card1:1608MHz/100%/0 card2:1674MHz/100%/0 card3:1608MHz/100%/0 DC:1094W
2026-09-19T16:10:59+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/0%/0 card3:1000MHz/1%/0 DC:1096W
2026-09-19T16:11:04+00:00 card0:1730MHz/100%/0 card1:1674MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1097W
2026-09-19T16:11:09+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1094W
